id,EdadNÚMEROCONCRETO,Género,Niveldeestudios,Creenciasreligiosas,Quéedadconsideraslamejorpa,Cuántoshijostegustaríatener,Aborto,fecundacioninvitro,adopcion,gestacionsubrogada,notendriahijos,FamiliaMONOparental,FamiliaHOMOsexual,Divorciados,Recurriraldivorcio,Matrimonio_hijos,Hijodetupareja,SituviesesunhijoQuétipode,GENERO2,NIVEL_ESTUDIOS2,CREENCIAS_RELIGIOSAS2,INVITRO2,ADOPCION2,GESTACION_SUBROGADA2,NO_TENDRÍA_HIJOS2,SI_TUVIESES_UN_HIJO_QUÉ_TIPO_DE,Edadclases,EDADV2
105,45,Mujer,Estudios de Formación Profesional,Creyente,28,2,si,Primera opción,Cuarta opción,Segunda opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Cuarta opción,Segunda opción,Tercera opción,Compartida,40-50,45-55
106,18,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
107,18,Mujer,Estudios Universitarios,Ateo,30,1,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
108,18,Mujer,Estudios de Formación Profesional,Agnóstico,26,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
109,18,Mujer,Estudios Universitarios,Creyente,29,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,si,si,no,,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,5,Compartida,16-20,15-25
110,43,Mujer,Estudios primarios,Creyente,30,1,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios primarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,40-50,35-45
111,16,Mujer,Estudios secundarios,Ateo,28,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,si,si,no,no, ,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,4,16-20,15-25
112,39,Mujer,Estudios de Formación Profesional,Creyente,30,0,si, , , ,Primera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Creyente,5,5,5,Primera opción,Compartida,30-40,35-45
113,56,Mujer,Estudios primarios,Agnóstico,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios primarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,55-65
114,18,Hombre,Estudios Universitarios,Ateo,35,4,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,si,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
115,19,Mujer,Estudios secundarios,Ateo,30,3,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
116,18,Mujer,Estudios secundarios,Ateo,30,2,si,Primera opción,Cuarta opción,Tercera opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Cuarta opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
117,18,Mujer,Estudios secundarios,Agnóstico,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
118,18,Mujer,Estudios Universitarios,Ateo,27,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Única,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Única,16-20,15-25
119,18,Hombre,Estudios secundarios,Ateo,30,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
120,18,Mujer,Estudios Universitarios,Creyente,32,5,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
121,22,Hombre,Estudios Universitarios,Agnóstico,33,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,20-25,15-25
122,18,Mujer,Estudios Universitarios,Creyente,29,3,no,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,si,no,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
123,18,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,no,,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,5,Compartida,16-20,15-25
124,18,Mujer,Estudios Universitarios,Creyente,27,4,no,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,no,si,si,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
125,20,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,20-25,15-25
126,18,Mujer,Estudios secundarios,Creyente,27,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
127,44,Mujer,Estudios de Formación Profesional,Creyente,27,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Única,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,Tercera opción,5,Única,40-50,35-45
128,17,Hombre,Estudios secundarios,Creyente,30,3,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
129,19,Hombre,Estudios Universitarios,Agnóstico,38,2,si,Primera opción,Tercera opción,Tercera opción,Segunda opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
130,19,Mujer,Estudios secundarios,Ateo,27,4,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
131,19,Mujer,Estudios Universitarios,Ateo,35,,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
132,19,Mujer,Estudios Universitarios,Agnóstico,30,3,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
133,18,Hombre,Estudios Universitarios,Agnóstico,29,1,si,Primera opción,Cuarta opción,Tercera opción,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Cuarta opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
134,20,Mujer,Estudios Universitarios,Creyente,30,0,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,20-25,15-25
135,18,Mujer,Estudios secundarios,Agnóstico,28,3,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
136,18,Mujer,Estudios Universitarios,Ateo,29,3,si,Cuarta opción,Cuarta opción,Tercera opción,Segunda opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Cuarta opción,Cuarta opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
137,18,Hombre,Estudios secundarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,si,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
138,54,Mujer,Estudios Universitarios,Agnóstico,30,0,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,45-55
139,28,Mujer,Estudios Universitarios,Creyente,27,3,no,Segunda opción,Primera opción, ,Tercera opción,no,no,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,25-30,25-35
140,18,Hombre,Estudios Universitarios,Ateo,30,2,si, , , ,Primera opción,si,si,,si,no,,Compartida,Hombre,Estudios Universitarios,Ateo,5,5,5,Primera opción,Compartida,16-20,15-25
141,18,Mujer,Estudios Universitarios,Creyente,28,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
142,53,Mujer,Estudios de Formación Profesional,Creyente,35,1,si,Primera opción,Segunda opción, , ,si,si,si,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,5,5,Compartida,50-65,45-55
143,56,Mujer,Estudios Universitarios,Creyente,28,3,no,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,50-65,55-65
144,18,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Tercera opción,Cuarta opción,Cuarta opción,si,si,si,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Cuarta opción,Cuarta opción,Compartida,16-20,15-25
145,19,Mujer,Estudios Universitarios,Creyente,26,4,no,Primera opción,Segunda opción,Segunda opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Segunda opción,Tercera opción,Compartida,16-20,15-25
146,18,Hombre,Estudios secundarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
147,53,Mujer,Estudios de Formación Profesional,"Agnóstico, Creyente",32,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,"Agnóstico, Creyente",Primera opción,Segunda opción,Tercera opción,5,Compartida,50-65,45-55
148,18,Mujer,Estudios Universitarios,Ateo,33,2,si,Primera opción,Tercera opción,Cuarta opción,Segunda opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Ateo,Primera opción,Tercera opción,Cuarta opción,Segunda opción,Única,16-20,15-25
149,48,Hombre,Estudios Universitarios,Creyente,28,3,no, ,Segunda opción,Primera opción, ,si,no,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Creyente,5,Segunda opción,Primera opción,5,Compartida,40-50,45-55
150,18,Hombre,Estudios Universitarios,Ateo,27,1,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
151,18,Mujer,Estudios secundarios,Ateo,35,0,si,Segunda opción,Primera opción, ,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
152,18,Mujer,Estudios secundarios,Ateo,32,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
153,18,Mujer,Estudios Universitarios,Ateo,30,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
154,50,Mujer,Estudios de Formación Profesional,Creyente,35,3,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,50-65,45-55
155,18,Mujer,Estudios secundarios,Creyente,26,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
156,53,Mujer,Estudios secundarios,Creyente,26,,si,Primera opción,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Primera opción,5,5,Compartida,50-65,45-55
157,19,Mujer,Estudios Universitarios,Ateo,33,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
158,63,Mujer,Estudios secundarios,Agnóstico,35,0,si,Primera opción, , , ,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,5,5,5,Compartida,50-65,55-65
159,18,Mujer,Estudios Universitarios,Ateo,27,4,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
160,50,Mujer,Estudios secundarios,Creyente,25,3,no, ,Primera opción, ,Primera opción,si,no,no,si,no,no,Compartida,Mujer,Estudios secundarios,Creyente,5,Primera opción,5,Primera opción,Compartida,50-65,45-55
161,18,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
162,50,Hombre,Estudios Universitarios,Ateo,30,2,si,Segunda opción,Primera opción,Tercera opción,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Tercera opción,Primera opción,Compartida,50-65,45-55
163,18,Mujer,Estudios Universitarios,Ateo,27,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
164,54,Hombre,Estudios Universitarios,Creyente,25,2,no, , , ,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,5,5,5,Primera opción,Compartida,50-65,45-55
165,18,Hombre,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,no,si,no,si,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
166,18,Mujer,Estudios Universitarios,Ateo,30,0,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
167,54,Mujer,Estudios Universitarios,Agnóstico,35,2,si, , , , ,si,no,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,5,5,5,Compartida,50-65,45-55
168,18,Mujer,Estudios Universitarios,Ateo,27,0,si,Tercera opción,Primera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,5,Segunda opción,Compartida,16-20,15-25
169,19,Mujer,Estudios secundarios,Ateo,31,2,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
170,55,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,50-65,55-65
171,18,Mujer,Estudios secundarios,Ateo,38,0,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Compartida,16-20,15-25
172,31,Mujer,Estudios de Formación Profesional,Creyente,35,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,si,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,30-40,25-35
173,71,Mujer,Estudios primarios,Creyente,30,2,no, , , ,Primera opción,si,si,no,no,no,si,Compartida,Mujer,Estudios primarios,Creyente,5,5,5,Primera opción,Compartida,65-85,65-75
174,22,Hombre,Estudios de Formación Profesional,"Ateo, Agnóstico",31,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios de Formación Profesional,"Ateo, Agnóstico",Segunda opción,Primera opción,5,Tercera opción,Compartida,20-25,15-25
175,19,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Tercera opción,Cuarta opción,Segunda opción,si,si,no,si,no,no,Única,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,Cuarta opción,Segunda opción,Única,16-20,15-25
176,20,Mujer,Estudios de Formación Profesional,Ateo,32,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
177,50,Hombre,Estudios Universitarios,Creyente,27,2,no,Primera opción,Segunda opción,Cuarta opción,Cuarta opción,si,si,no,no,no,si,Única,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Cuarta opción,Única,50-65,45-55
